High,Low,Open,Close,Volume,Adj Close
106.80000305175781,105.2300033569336,105.41000366210938,106.55000305175781,24811700.0,105.74089050292969
107.79000091552734,106.5,106.55000305175781,107.19000244140625,12935500.0,106.37602996826172
108.4000015258789,106.55000305175781,108.19999694824219,106.80000305175781,12889300.0,105.9889907836914
106.6500015258789,104.41000366210938,106.43000030517578,104.5199966430664,14920700.0,103.7262954711914
103.48999786376953,102.27999877929688,103.48999786376953,102.87000274658203,19751000.0,102.08883666992188
102.31999969482422,99.5199966430664,101.81999969482422,99.76000213623047,31115200.0,99.00244903564453
100.56999969482422,98.08999633789062,99.58999633789062,98.93000030517578,21032300.0,98.17874908447266
100.4000015258789,98.81999969482422,99.81999969482422,99.91999816894531,15987100.0,99.1612319946289
100.44999694824219,99.08000183105469,99.87999725341797,99.58000183105469,12753200.0,98.82381439208984
100.80000305175781,99.73999786376953,100.0,100.70999908447266,12454100.0,99.94523620605469
101.98999786376953,100.58999633789062,101.54000091552734,101.2300033569336,14523400.0,100.46128845214844
104.68000030517578,102.12000274658203,102.1500015258789,104.63999938964844,17499300.0,103.84539031982422
105.44000244140625,104.33000183105469,104.5999984741211,105.13999938964844,10295400.0,104.34159088134766
106.36000061035156,104.79000091552734,105.80999755859375,105.3499984741211,11499200.0,104.54999542236328
105.7300033569336,104.44999694824219,104.55000305175781,105.55999755859375,11952100.0,105.55999755859375
106.11000061035156,104.98999786376953,105.80000305175781,105.30999755859375,9933700.0,105.30999755859375
105.6500015258789,104.91000366210938,105.11000061035156,105.6500015258789,8056300.0,105.6500015258789
105.19999694824219,104.25,105.08000183105469,104.87000274658203,9092200.0,104.87000274658203
105.72000122070312,104.47000122070312,105.12999725341797,105.33999633789062,10882300.0,105.33999633789062
106.7300033569336,105.55999755859375,105.70999908447266,106.2300033569336,11183800.0,106.2300033569336
111.8499984741211,108.87999725341797,109.44000244140625,111.20999908447266,25834100.0,111.20999908447266
111.0,109.12000274658203,110.91999816894531,109.94000244140625,15163800.0,109.94000244140625
111.38999938964844,109.86000061035156,109.9000015258789,111.0999984741211,11583200.0,111.0999984741211
114.66000366210938,111.01000213623047,111.69999694824219,114.30000305175781,17791900.0,114.30000305175781
