High,Low,Open,Close,Volume,Adj Close
113.0199966430664,111.66999816894531,112.88999938964844,112.52999877929688,23501200,112.52999877929688
113.25,110.80000305175781,113.0199966430664,112.26000213623047,26608000,112.26000213623047
112.38999938964844,111.2300033569336,112.25,111.69999694824219,19538300,111.69999694824219
112.66000366210938,111.43000030517578,111.87000274658203,111.75,17687000,111.75
111.55000305175781,109.87000274658203,111.4000015258789,110.38999938964844,25339000,110.38999938964844
110.70999908447266,108.80000305175781,109.16000366210938,110.51000213623047,22818400,110.51000213623047
112.94999694824219,110.9800033569336,110.98999786376953,112.83000183105469,26491600,112.83000183105469
113.98999786376953,112.6500015258789,112.81999969482422,113.62000274658203,26132700,113.62000274658203
115.0,113.77999877929688,114.12999725341797,114.5,35513800,114.5
115.19999694824219,114.33000183105469,114.54000091552734,114.58999633789062,30763400,114.58999633789062
117.25,114.58999633789062,115.33999633789062,115.91000366210938,54681100,115.91000366210938
117.61000061035156,116.05000305175781,116.16999816894531,117.56999969482422,31207600,117.56999969482422
118.44000244140625,116.98999786376953,118.08999633789062,117.6500015258789,37588700,117.6500015258789
118.75,116.70999908447266,117.38999938964844,117.5199966430664,28113300,117.5199966430664
120.81999969482422,117.08999633789062,117.13999938964844,120.22000122070312,29854400,120.22000122070312
119.58999633789062,117.04000091552734,119.5,117.05000305175781,33624500,117.05000305175781
118.01000213623047,116.31999969482422,116.55999755859375,117.66000366210938,27067100,117.66000366210938
118.70999908447266,116.8499984741211,118.62000274658203,117.91000366210938,26097700,117.91000366210938
118.20999908447266,115.5199966430664,117.87999725341797,116.7699966430664,22356700,116.7699966430664
117.58000183105469,116.12999725341797,117.44000244140625,116.93000030517578,15710189,116.93000030517578
