High,Low,Open,Close,Volume,Adj Close
117.25,114.58999633789062,115.33999633789062,115.91000366210938,54681100,115.91000366210938
117.61000061035156,116.05000305175781,116.16999816894531,117.56999969482422,31207600,117.56999969482422
118.44000244140625,116.98999786376953,118.08999633789062,117.6500015258789,37588700,117.6500015258789
118.75,116.70999908447266,117.38999938964844,117.5199966430664,28113300,117.5199966430664
120.81999969482422,117.08999633789062,117.13999938964844,120.22000122070312,29854400,120.22000122070312
119.58999633789062,117.04000091552734,119.5,117.05000305175781,33624500,117.05000305175781
118.01000213623047,116.31999969482422,116.55999755859375,117.66000366210938,27067100,117.66000366210938
118.70999908447266,116.8499984741211,118.62000274658203,117.91000366210938,26097700,117.91000366210938
118.20999908447266,115.5199966430664,117.87999725341797,116.7699966430664,22733400,116.7699966430664
117.58000183105469,116.12999725341797,117.44000244140625,116.93000030517578,18334800,116.93000030517578
118.31999969482422,116.95999908447266,118.06999969482422,117.94000244140625,25399800,117.94000244140625
119.11000061035156,118.0999984741211,118.94999694824219,119.0199966430664,22789100,119.0199966430664
119.4800033569336,118.5199966430664,119.05999755859375,119.19000244140625,18142300,119.19000244140625
120.43000030517578,119.1500015258789,119.86000061035156,119.97000122070312,22860700,119.97000122070312
120.2300033569336,118.37999725341797,120.0999984741211,119.36000061035156,20112800,119.36000061035156
120.2300033569336,119.37000274658203,119.38999938964844,119.88999938964844,15826200,119.88999938964844
120.0199966430664,118.63999938964844,119.80999755859375,119.93000030517578,15116200,119.93000030517578
119.54000091552734,118.58000183105469,118.62999725341797,119.27999877929688,17612000,119.27999877929688
120.3499984741211,119.54000091552734,119.76000213623047,120.19000244140625,16477200,120.19000244140625
120.8499984741211,119.91999816894531,120.54000091552734,120.33000183105469,14209100,120.33000183105469
120.9800033569336,120.37000274658203,120.63999938964844,120.94999694824219,19745100,120.94999694824219
121.58000183105469,120.56999969482422,120.94000244140625,121.05000305175781,15792600,121.05000305175781
121.6500015258789,120.0999984741211,121.63999938964844,120.7699966430664,14071800,120.7699966430664
121.8499984741211,120.54000091552734,121.23999786376953,121.7699966430664,19300900,121.7699966430664
